Matricula,Nome,Sobrenome,Telefone,Email,Endereco,Sexo,Curso
11530,Rocco,Webster,0-184-263-8618,Rocco_Webster2124@nanoff.biz,"Calverley  Way, 2491",M,Instrumental Music
11531,Erick,Neal,8-866-750-3637,Erick_Neal7866@nickia.com,"Walnut Pass, 8287",M,Art
11532,Manuel,Upsdell,5-052-001-3853,Manuel_Upsdell207@irrepsy.com,"Carlisle  Street, 3123",M,Economics
11533,Melody,Gardner,0-713-438-3076,Melody_Gardner9416@zorer.org,"Zealand Crossroad, 209",F,Grammar
11534,Holly,Jarrett,6-736-125-4641,Holly_Jarrett4910@sveldo.biz,"St. Johs  Boulevard, 4741",F,French
11535,Adalind,Alcroft,8-760-572-2365,Adalind_Alcroft5177@nickia.com,"Argyle  Drive, 7495",F,Music
11536,Noemi,Umney,2-244-665-4527,Noemi_Umney5521@extex.org,"Thrale   Road, 7506",F,Trigonometry
11537,Mackenzie,Bullock,3-758-313-6125,Mackenzie_Bullock9637@dionrab.com,"Chesterfield  Avenue, 1988",F,Resource Program
11538,Sydney,Dixon,6-368-658-8856,Sydney_Dixon844@nickia.com,"Bennett  Route, 8433",F,Basic Math
11539,Bristol,Calderwood,4-025-804-4072,Bristol_Calderwood4969@corti.com,"Shepherds  Grove, 9406",F,Grammar
11540,Lucas,Thompson,1-587-370-3144,Lucas_Thompson5458@bungar.biz,"Central  Route, 4085",M,Grammar
11541,Mona,Weatcroft,8-735-118-8451,Mona_Weatcroft8009@deons.tech,"Sundown Grove, 3546",F,French
11542,Alma,Norman,8-278-530-4587,Alma_Norman9765@jiman.org,"King William  Rue, 5698",F,Sociology
11543,Marvin,Hopkinson,6-836-788-0613,Marvin_Hopkinson294@eirey.tech,"Besson  Way, 5378",M,Speech
11544,Daniel,Shepherd,7-527-706-7335,Daniel_Shepherd2585@bauros.biz,"Epworth  Boulevard, 4330",M,Language Arts
11545,Lucy,Osmond,8-748-020-0547,Lucy_Osmond2307@deons.tech,"Woodland Route, 1492",F,Handwriting
11546,Cara,Vinton,2-766-472-0382,Cara_Vinton7820@guentu.biz,"Durweston   Walk, 7455",F,Instrumental Music
11547,Julius,Yates,6-770-538-2265,Julius_Yates9708@gembat.biz,"Linda   Lane, 7336",M,French
11548,Remy,Callan,2-544-185-3010,Remy_Callan4719@cispeto.com,"Bolton  Road, 9541",F,Resource Program
11549,Jasmine,Locke,1-167-617-0622,Jasmine_Locke9060@hourpy.biz,"Castile  Street, 2765",F,Economics
11550,Jayden,Lane,2-444-617-7360,Jayden_Lane3888@sveldo.biz,"Lexington Grove, 8552",M,Ecology
11551,Emerald,Warner,3-865-687-6138,Emerald_Warner1050@ovock.tech,"Adderley   Rue, 1393",F,Art
11552,Ramon,Tennant,2-524-646-3885,Ramon_Tennant5233@corti.com,"Kimberley  Hill, 7560",M,Handwriting
11553,Matt,Uttley,2-212-116-6247,Matt_Uttley7808@atink.com,"Pine Route, 5531",M,Art
11554,Tony,Torres,2-335-401-3386,Tony_Torres9706@twace.org,"Kinglake  Tunnel, 1098",M,Earth Science
11555,Nancy,Vallory,5-466-271-1706,Nancy_Vallory8773@qater.org,"Endsleigh  Lane, 7645",F,Accounting
11556,Caitlyn,Pratt,8-417-000-3732,Caitlyn_Pratt1770@grannar.com,"Bacon  Drive, 5763",F,American Literature
11557,Lindsay,Crawford,4-880-283-3470,Lindsay_Crawford3052@gmail.com,"Bendall   Lane, 6043",F,Music
11558,Tony,Holmes,0-546-238-1758,Tony_Holmes7330@atink.com,"Chester  Hill, 2492",M,Language Arts
11559,Ron,Lewis,2-517-180-8873,Ron_Lewis7838@elnee.tech,"Blackheath   Boulevard, 3840",M,Art
11560,Nick,Truscott,6-205-113-3155,Nick_Truscott4650@nickia.com,"Bethwin  Road, 4039",M,Leadership
11561,Josh,Donovan,8-658-602-7265,Josh_Donovan2058@ovock.tech,"Geary   Boulevard, 340",M,Latin
11562,Adelaide,Uttridge,6-272-652-8570,Adelaide_Uttridge5747@ovock.tech,"Buttonwood Avenue, 5301",F,Ecology
11563,Kendra,Vaughan,8-702-616-3417,Kendra_Vaughan1954@mafthy.com,"King William  Avenue, 7546",F,Art
11564,Carter,Sheldon,6-755-087-4644,Carter_Sheldon5722@twace.org,"Camera  Grove, 8100",M,Modern Literature
11565,Harry,Cowan,0-613-348-6847,Harry_Cowan2013@vetan.org,"Arctic   Lane, 3892",M,Accounting
11566,Liam,Addis,7-625-440-8588,Liam_Addis3273@jiman.org,"Champion  Vale, 3971",M,Speech
11567,Kimberly,Parker,6-863-464-3321,Kimberly_Parker7224@bauros.biz,"Coley  Road, 9540",F,LOGIC
11568,Eduardo,Abbot,3-577-237-8307,Eduardo_Abbot75@twace.org,"Garfield Pass, 5384",M,Latin
11569,Amelia,Blackwall,1-565-441-3474,Amelia_Blackwall9314@guentu.biz,"Belmore  Route, 8390",F,Sociology
11570,Boris,Mcleod,0-236-502-3481,Boris_Mcleod4072@bretoux.com,"Cleaver Drive, 1694",M,Instrumental Music
11571,Ron,West,7-220-283-6664,Ron_West7860@deons.tech,"Antrobus   Boulevard, 3184",M,Design and technology
11572,Erick,Hastings,8-724-583-6233,Erick_Hastings661@zorer.org,"Sheffield Drive, 655",M,Mathematics
11573,Anthony,Oliver,6-155-115-7373,Anthony_Oliver8698@womeona.net,"Falconberg   Route, 394",M,Speech
11574,Anthony,Rust,4-316-183-2253,Anthony_Rust8517@bretoux.com,"Chartham  Pass, 6403",M,Mathematics
11575,Enoch,Allwood,7-401-325-0061,Enoch_Allwood9905@nimogy.biz,"Clerkenwell Walk, 5172",M,Art
11576,Leroy,Ross,1-280-156-3521,Leroy_Ross1807@gembat.biz,"Belfort  Crossroad, 689",M,LOGIC
11577,Enoch,Brooks,1-727-508-1034,Enoch_Brooks5241@liret.org,"Spruce Street, 1507",M,American Literature
11578,Mabel,Welsch,3-407-448-4315,Mabel_Welsch4780@gmail.com,"Becher  Avenue, 6772",F,Dramatics
11579,Enoch,Attwood,5-855-885-8368,Enoch_Attwood8814@mafthy.com,"Champion  Route, 1991",M,American Literature
11580,Cassandra,Burnley,5-270-766-4050,Cassandra_Burnley1164@acrit.org,"Angrave    Hill, 3856",F,Ecology
11581,Daron,Norburn,0-365-620-4031,Daron_Norburn8161@vetan.org,"Heritage Way, 8236",M,American Literature
11582,Daniel,Parsons,2-186-287-7858,Daniel_Parsons6577@atink.com,"Carnegie   Walk, 1540",M,Geography
11583,Selena,Mitchell,8-172-668-5433,Selena_Mitchell3871@deons.tech,"Timothy  Tunnel, 6956",F,French
11584,Alan,Appleton,1-621-437-6106,Alan_Appleton2705@kideod.biz,"Rivervalley Road, 1196",M,Ecology
11585,Carter,Edler,3-242-074-4541,Carter_Edler4075@ubusive.com,"Timothy  Boulevard, 6032",M,Music
11586,Roger,Underhill,3-261-522-5301,Roger_Underhill3115@joiniaa.com,"Spruce Grove, 7407",M,Ancient Civilizations
11587,Mark,Moss,4-447-166-4217,Mark_Moss8475@acrit.org,"Lake Road, 8298",M,Ancient Civilizations
11588,Mark,Eyres,2-400-878-7287,Mark_Eyres7902@nimogy.biz,"Woodland Walk, 1972",M,French
11589,Renee,Power,0-724-073-8688,Renee_Power9968@ubusive.com,"Chelsea Manor  Drive, 4304",F,Sociology
11590,Kurt,Funnell,0-200-612-5888,Kurt_Funnell7312@hourpy.biz,"Westcott  Pass, 7327",M,LOGIC
11591,Audrey,Lunt,4-877-347-6426,Audrey_Lunt7692@joiniaa.com,"Elia   Avenue, 3031",F,Mathematics
11592,Marvin,Skinner,7-082-402-6137,Marvin_Skinner3190@deavo.com,"Sheffield Route, 1772",M,Basic Math
11593,Peter,Radcliffe,3-528-321-3242,Peter_Radcliffe3242@nickia.com,"Castlereagh   Crossroad, 8831",M,Resource Program
11594,Bob,Latham,3-874-631-1101,Bob_Latham6777@joiniaa.com,"Fieldstone Avenue, 7180",M,Geography
11595,Tyler,Ainsworth,8-758-074-2641,Tyler_Ainsworth9417@naiker.biz,"Rivervalley Way, 3699",M,Accounting
11596,Gloria,Dyson,0-305-223-1265,Gloria_Dyson4704@typill.biz,"Colombo   Vale, 2225",F,Health
11597,Ryan,Wilcox,3-506-537-3730,Ryan_Wilcox9720@infotech44.tech,"Caslon   Route, 5940",M,Grammar
11598,Doris,Robertson,4-644-854-1002,Doris_Robertson5114@irrepsy.com,"Unwin  Crossroad, 52",F,Speech
11599,Aiden,Tindall,3-354-756-5088,Aiden_Tindall4034@deavo.com,"Gathorne   Crossroad, 5594",M,Trigonometry
11600,Lara,Patel,6-374-414-5316,Lara_Patel6734@bretoux.com,"Carltoun   Boulevard, 9062",F,German
11601,Abdul,Donnelly,8-120-670-4501,Abdul_Donnelly1144@vetan.org,"Marina  Road, 7998",M,English IV
11602,Ethan,Nurton,6-726-374-5246,Ethan_Nurton6164@nimogy.biz,"Bethwin  Street, 5035",M,Accounting
11603,Vera,Rainford,7-045-632-0874,Vera_Rainford5916@irrepsy.com,"Geffrye   Boulevard, 28",F,Mathematics
11604,Michael,Baxter,3-534-887-2650,Michael_Baxter6693@guentu.biz,"Durweston   Rue, 7665",M,Health
11605,Natalie,Simpson,3-510-147-4833,Natalie_Simpson9665@acrit.org,"Monroe Hill, 729",F,Grammar
11606,Camellia,Kidd,2-148-535-2164,Camellia_Kidd3599@eirey.tech,"Kinglake  Lane, 2510",F,Language Arts
11607,Chuck,Wise,6-266-431-6088,Chuck_Wise7018@brety.org,"Enderby   Grove, 7399",M,Trigonometry
11608,Maxwell,Wilson,6-575-035-7500,Maxwell_Wilson5072@fuliss.net,"Fair Lane, 7623",M,Modern Literature
11609,Rufus,Khan,0-655-484-4312,Rufus_Khan7728@womeona.net,"Lincoln Way, 8155",M,Physical Education
11610,Bob,Jones,4-881-654-8751,Bob_Jones6910@brety.org,"Bendall   Lane, 2973",M,Dramatics
11611,Chester,Plumb,1-866-452-8158,Chester_Plumb9705@nickia.com,"Clifton  Crossroad, 6829",M,Grammar
11612,Carter,Summers,4-410-726-4174,Carter_Summers3837@gompie.com,"Underwood  Drive, 1255",M,Science
11613,Wade,Rodgers,6-816-000-5471,Wade_Rodgers2258@sheye.org,"Aspen Route, 6025",M,Health
11614,Rick,Mcleod,8-645-027-5043,Rick_Mcleod7002@cispeto.com,"Longleigh   Hill, 9857",M,Language Arts
11615,Liliana,Umney,5-021-755-4755,Liliana_Umney6101@vetan.org,"Cephas  Street, 6730",F,Latin
11616,Alan,Lindsay,4-274-207-5281,Alan_Lindsay55@womeona.net,"Sundown Pass, 2615",M,Basic Math
11617,Peyton,Yarlett,1-860-882-2273,Peyton_Yarlett3764@qater.org,"Elizabeth  Walk, 3911",F,Ecology
11618,Samara,Cartwright,4-545-044-3651,Samara_Cartwright48@yahoo.com,"Arthur  Tunnel, 1295",F,Mathematics
11619,Vera,Dyson,0-075-618-7771,Vera_Dyson4451@twace.org,"Belfort  Boulevard, 2289",F,Resource Program
11620,Harriet,Rowan,4-123-784-2114,Harriet_Rowan2760@vetan.org,"Chester  Hill, 7009",F,Ancient Civilizations
11621,Ruth,Marshall,8-785-858-8845,Ruth_Marshall7036@joiniaa.com,"Fair Lane, 5615",F,LOGIC
11622,Jack,Cadman,5-651-427-4431,Jack_Cadman2309@gmail.com,"Geary   Route, 2329",M,Design and technology
11623,Benny,Jones,2-585-185-1640,Benny_Jones1362@bungar.biz,"Beaumont  Vale, 3846",M,Mathematics
11624,Tony,Gray,3-134-084-2488,Tony_Gray8727@eirey.tech,"Glenwood Alley, 6811",M,Basic Math
11625,Daphne,Villiger,7-700-322-7358,Daphne_Villiger4275@extex.org,"Bendmore  Grove, 4929",F,German
11626,Carl,Moore,2-512-680-6700,Carl_Moore9749@extex.org,"Blendon    Tunnel, 3860",M,Trigonometry
11627,Fiona,Emerson,0-304-245-1412,Fiona_Emerson402@gompie.com,"Lexington Tunnel, 9238",F,Language Arts
11628,Harmony,Armstrong,5-474-011-0643,Harmony_Armstrong8877@ubusive.com,"Thomas More   Tunnel, 674",F,Physical Education
11629,Paige,Freeburn,2-768-310-4472,Paige_Freeburn9780@ubusive.com,"Western   Crossroad, 2331",F,History
11630,Russel,Price,6-581-228-7028,Russel_Price8860@iatim.tech,"King Edward  Way, 834",M,Dramatics
11631,Ethan,Wright,1-608-873-7710,Ethan_Wright9147@elnee.tech,"Birkenhead   Tunnel, 7890",M,German
11632,William,Fisher,4-420-601-1453,William_Fisher2771@elnee.tech,"Dunton  Drive, 8533",M,History
11633,Luna,Chadwick,1-188-173-2631,Luna_Chadwick1397@yahoo.com,"Cobden  Vale, 7771",F,Music
11634,Sebastian,Stewart,3-455-882-8484,Sebastian_Stewart4975@mafthy.com,"Duthie   Route, 4074",M,Ecology
11635,Hailey,Cavanagh,6-111-387-0385,Hailey_Cavanagh2991@ubusive.com,"Howard Way, 2539",F,Sociology
11636,David,Thornton,1-465-426-3674,David_Thornton4497@hourpy.biz,"Canning  Tunnel, 4720",M,Dramatics
11637,Nick,Carson,1-871-246-1723,Nick_Carson6910@corti.com,"Lonsdale  Rue, 4706",M,Latin
11638,Carl,Haines,6-107-423-7758,Carl_Haines6410@corti.com,"Carltoun   Hill, 9034",M,Sociology
11639,Eduardo,Donovan,8-416-205-0052,Eduardo_Donovan3364@atink.com,"Chalcot  Pass, 7238",M,Language Arts
11640,Tyson,Judd,8-630-840-5067,Tyson_Judd1844@corti.com,"Bush  Pass, 9262",M,German
11641,Matthew,Lucas,7-852-367-1044,Matthew_Lucas5118@qater.org,"Timber   Pass, 7301",M,English IV
11642,Martha,Poole,8-831-550-7251,Martha_Poole6863@mafthy.com,"St. Jamess  Walk, 8068",F,Speech
11643,Quinn,Brown,8-236-578-1375,Quinn_Brown2413@acrit.org,"Blandford  Road, 2091",F,Health
11644,Kurt,Richards,7-837-278-8867,Kurt_Richards2290@famism.biz,"Calvin   Rue, 522",M,Handwriting
11645,Gil,Rossi,7-654-226-5585,Gil_Rossi4780@fuliss.net,"Berriman  Boulevard, 9809",M,Mathematics
11646,Rosalee,Adams,3-160-272-1653,Rosalee_Adams7248@naiker.biz,"Boleyn  Street, 8319",F,Handwriting
11647,Elijah,Curtis,3-616-072-0556,Elijah_Curtis721@ubusive.com,"Archery  Hill, 8213",M,Latin
11648,Jack,Long,8-226-211-1434,Jack_Long7938@ovock.tech,"Endsleigh  Grove, 5569",M,History
11649,Ronald,Spencer,0-065-445-0801,Ronald_Spencer7642@guentu.biz,"Dunstans  Grove, 9432",M,Instrumental Music
11650,Macy,Santos,1-222-331-2163,Macy_Santos4365@acrit.org,"Wadham  Tunnel, 4975",F,Grammar
11651,Joy,Tailor,4-220-050-5232,Joy_Tailor8195@nanoff.biz,"Blandford  Walk, 5071",F,Geography
11652,Evie,Alexander,6-372-451-4800,Evie_Alexander6635@naiker.biz,"Abourne   Lane, 9938",F,Basic Math
11653,Gloria,Edley,8-205-104-8665,Gloria_Edley56@supunk.biz,"Calverley  Drive, 3868",F,French
11654,Liam,Khan,3-321-327-4162,Liam_Khan4242@deons.tech,"Apsley    Vale, 7789",M,English IV
11655,Julius,Thomas,1-345-388-5477,Julius_Thomas2087@corti.com,"Fair Crossroad, 8297",M,Instrumental Music
11656,Madelyn,Griffiths,5-825-277-5814,Madelyn_Griffiths1901@deavo.com,"Addison  Road, 7519",F,Art
11657,Daniel,Cartwright,5-841-522-8247,Daniel_Cartwright1105@infotech44.tech,"Blomfield  Route, 2055",M,Leadership
11658,Leah,Robe,4-520-637-0874,Leah_Robe6664@gompie.com,"Maple Drive, 7846",F,Health
11659,Michael,Atkinson,6-660-655-4382,Michael_Atkinson7658@bulaffy.com,"Heritage Route, 1731",M,Resource Program
11660,Peter,Jones,2-633-343-3634,Peter_Jones5992@acrit.org,"Bempton   Lane, 6537",M,Modern Literature
11661,Tony,Leigh,4-818-585-5175,Tony_Leigh691@naiker.biz,"Angela   Drive, 3378",M,Basic Math
11662,Sebastian,Ellery,6-471-514-4272,Sebastian_Ellery3409@acrit.org,"Hampden  Walk, 1693",M,Language Arts
11663,Norah,Potts,4-584-438-2265,Norah_Potts8921@joiniaa.com,"Edwin   Grove, 3581",F,Leadership
11664,Marvin,Drake,8-026-461-1054,Marvin_Drake4330@bretoux.com,"Linden Lane, 8856",M,Handwriting
11665,Rufus,Watson,8-054-882-7756,Rufus_Watson6675@deavo.com,"Durham Hill, 6111",M,Leadership
11666,Beatrice,Jordan,1-114-054-4008,Beatrice_Jordan6419@guentu.biz,"Canal  Lane, 7094",F,Ecology
11667,Isabella,Cox,2-866-543-2781,Isabella_Cox7431@famism.biz,"Hampden  Drive, 4543",F,Resource Program
11668,Mike,Morley,6-570-765-8457,Mike_Morley8844@naiker.biz,"Cingworth  Street, 4065",M,Ecology
11669,Marilyn,Martin,2-168-718-2254,Marilyn_Martin931@fuliss.net,"Blomfield  Route, 9021",F,Grammar
11670,Samara,Gray,2-237-277-0231,Samara_Gray6219@atink.com,"Queen Caroline   Route, 994",F,Art
11671,Martin,Turner,2-827-637-4862,Martin_Turner3759@hourpy.biz,"Empress  Crossroad, 3934",M,Earth Science
11672,Daphne,Eagle,8-234-710-7563,Daphne_Eagle1509@brety.org,"Carltoun   Route, 375",F,Ecology
11673,Marie,Ryan,3-572-244-6030,Marie_Ryan4688@elnee.tech,"Central  Way, 8745",F,Spanish
11674,Remy,Weldon,3-872-074-3808,Remy_Weldon1586@nickia.com,"Liverpool  Rue, 5868",F,Earth Science
11675,Rufus,Forth,4-326-276-1652,Rufus_Forth2250@qater.org,"Maple Rue, 9662",M,Science
11676,Matt,Jenkin,1-312-658-2025,Matt_Jenkin2751@vetan.org,"Bempton   Way, 5515",M,Instrumental Music
11677,Samantha,Harrison,2-468-758-5130,Samantha_Harrison4864@bauros.biz,"Jackson Drive, 1991",F,Ecology
11678,Elly,Boyle,5-258-210-3435,Elly_Boyle2984@atink.com,"Blackall   Lane, 4107",F,Latin
11679,Eileen,Paterson,8-857-735-3127,Eileen_Paterson9007@bretoux.com,"Castle Street, 1036",F,Dramatics
11680,Hayden,Pitt,6-831-540-7852,Hayden_Pitt8484@gembat.biz,"Ashley Tunnel, 71",M,Mathematics
11681,Rufus,Hewitt,2-073-726-2334,Rufus_Hewitt1015@irrepsy.com,"Yorkshire  Road, 1935",M,History
11682,Rowan,Rosenbloom,1-640-078-0716,Rowan_Rosenbloom3649@atink.com,"Fieldstone Crossroad, 6021",F,Language Arts
11683,Mona,Weasley,5-176-652-7518,Mona_Weasley155@corti.com,"Blackheath  Route, 3510",F,Language Arts
11684,Joseph,Moss,5-176-261-5746,Joseph_Moss589@deons.tech,"Castle Hill, 6082",M,English IV
11685,Kamila,Palmer,2-073-524-2406,Kamila_Palmer6745@jiman.org,"Dunsley  Road, 665",F,Physical Education
11686,Kate,Everett,6-528-357-6032,Kate_Everett642@bungar.biz,"Beaumont  Alley, 60",F,Health
11687,Dakota,White,3-483-744-4283,Dakota_White6755@dionrab.com,"Cavendish Avenue, 5428",F,Science
11688,Marla,King,3-535-368-0563,Marla_King2727@guentu.biz,"Camdenhurst   Alley, 2781",F,Dramatics
11689,Monica,Bennett,6-383-775-4836,Monica_Bennett787@hourpy.biz,"Boleyn  Crossroad, 5306",F,Economics
11690,Rae,Weasley,6-183-113-2756,Rae_Weasley3918@bretoux.com,"Shepherds  Street, 5114",F,Economics
11691,Jacob,Evans,5-261-032-6711,Jacob_Evans6878@deavo.com,"King Tunnel, 9441",M,Health
11692,Hank,Martin,1-706-425-0488,Hank_Martin2141@guentu.biz,"Caedmon  Crossroad, 2985",M,American Literature
11693,Tony,Addison,0-446-558-5272,Tony_Addison1901@supunk.biz,"Angela   Avenue, 6719",M,French
11694,Owen,Parker,2-124-703-5658,Owen_Parker474@nimogy.biz,"Chamberlain  Boulevard, 4741",M,Design and technology
11695,Vivian,Darcy,2-150-453-5655,Vivian_Darcy4841@naiker.biz,"West Boulevard, 2253",F,Language Arts
11696,Naomi,Santos,4-221-621-1453,Naomi_Santos126@jiman.org,"Thoresby   Drive, 6678",F,English IV
11697,Matt,Taylor,0-835-838-2611,Matt_Taylor446@womeona.net,"South Drive, 3432",M,Grammar
11698,Elijah,Mcleod,1-014-473-5731,Elijah_Mcleod5820@bulaffy.com,"Camdenhurst   Tunnel, 8986",M,Resource Program
11699,Hank,Jarrett,6-328-608-2551,Hank_Jarrett8055@mafthy.com,"Monroe Lane, 2294",M,Mathematics
11700,Ryan,Rixon,8-704-546-4283,Ryan_Rixon173@irrepsy.com,"Coalecroft  Way, 9059",M,Grammar
11701,Hazel,Farrant,1-786-243-6443,Hazel_Farrant6099@eirey.tech,"Camera  Way, 2115",F,Leadership
11702,Jayden,Lane,2-577-042-2556,Jayden_Lane1488@kideod.biz,"Ashley Drive, 946",M,Basic Math
11703,Nate,Stone,7-483-150-6851,Nate_Stone1450@acrit.org,"Sherwood  Vale, 1420",M,Sociology
11704,Payton,Devonport,8-754-705-1775,Payton_Devonport9342@sveldo.biz,"Chester  Vale, 8559",F,Spanish
11705,Johnny,Townend,5-850-077-8618,Johnny_Townend3303@elnee.tech,"Ellerman   Rue, 3076",M,Ancient Civilizations
11706,Chadwick,Norton,1-751-240-2520,Chadwick_Norton6981@deavo.com,"Blackwall  Crossroad, 603",M,Health
11707,Alexander,Yard,1-655-644-4342,Alexander_Yard9598@famism.biz,"Jackson Vale, 284",M,LOGIC
11708,Mike,Paterson,0-775-657-2463,Mike_Paterson5250@joiniaa.com,"Bishop   Vale, 9322",M,Earth Science
11709,Maya,Selby,1-776-586-0578,Maya_Selby502@corti.com,"Adams  Lane, 7402",F,Latin
11710,Kamila,Bolton,8-683-538-0123,Kamila_Bolton2546@bungar.biz,"Littlebury  Drive, 950",F,Modern Literature
11711,Bart,Donovan,7-834-802-1550,Bart_Donovan8378@elnee.tech,"Fieldstone Alley, 8115",M,Handwriting
11712,Mike,Wilson,4-447-508-5082,Mike_Wilson6469@deons.tech,"Berriman  Crossroad, 5359",M,Accounting
11713,Julius,Umney,4-633-467-2501,Julius_Umney2566@jiman.org,"Duthie   Boulevard, 9089",M,English IV
11714,Sarah,Simpson,5-671-302-2321,Sarah_Simpson1069@yahoo.com,"Beaconsfield  Crossroad, 1794",F,Geography
11715,Aurelia,Wheeler,4-803-764-5233,Aurelia_Wheeler3335@acrit.org,"Chambers  Drive, 5671",F,American Literature
11716,Keira,Harris,2-681-234-6224,Keira_Harris2666@tonsy.org,"Bolingbroke  Walk, 7120",F,French
11717,Enoch,Snell,0-876-687-5187,Enoch_Snell5104@acrit.org,"Central  Street, 1342",M,Earth Science
11718,Payton,Warren,8-080-181-7352,Payton_Warren7927@acrit.org,"Westbourne Walk, 1288",F,Earth Science
11719,Logan,Harrington,1-366-775-5588,Logan_Harrington7609@bauros.biz,"Lexington Walk, 9023",M,Ecology
11720,Johnathan,Oakley,6-356-803-0787,Johnathan_Oakley4301@sheye.org,"Woodland Walk, 2308",M,English IV
11721,Christy,Walsh,7-520-508-2604,Christy_Walsh8943@gmail.com,"Fieldstone Drive, 1177",F,Resource Program
11722,Bristol,Speed,6-002-820-6318,Bristol_Speed1090@corti.com,"Mariner   Pass, 2662",F,Mathematics
11723,Ivette,Hall,1-834-337-1242,Ivette_Hall3758@deavo.com,"Garfield Way, 1884",F,Trigonometry
11724,Lindsay,Nash,2-857-752-7347,Lindsay_Nash7750@naiker.biz,"Blake  Alley, 7208",F,Earth Science
11725,Alessandra,Radley,1-556-661-0860,Alessandra_Radley5160@liret.org,"Littlebury  Road, 8130",F,French
11726,Evie,Porter,8-045-864-4800,Evie_Porter6478@extex.org,"Chamberlain  Tunnel, 9781",F,Leadership
11727,Marvin,Larkin,3-662-550-8008,Marvin_Larkin7568@twipet.com,"Hamilton  Way, 972",M,LOGIC
11728,Oliver,Cowan,0-607-266-7638,Oliver_Cowan3711@corti.com,"Bellenden  Route, 7708",M,English IV
11729,Jack,Pearson,7-008-686-7827,Jack_Pearson5372@nanoff.biz,"Chelsea Manor  Road, 6415",M,English IV
11730,Penny,Nicolas,3-583-752-2748,Penny_Nicolas1707@famism.biz,"Bede  Way, 477",F,French
11731,Henry,Brock,7-117-223-1802,Henry_Brock935@corti.com,"Cleveland  Avenue, 475",M,Spanish
11732,Isabel,Nash,1-683-103-5378,Isabel_Nash2624@sveldo.biz,"Walnut Route, 8315",F,Economics
11733,Hannah,Norman,7-460-560-0454,Hannah_Norman6361@supunk.biz,"Blendon    Avenue, 2612",F,Sociology
11734,Marina,Butler,4-127-381-1838,Marina_Butler5575@acrit.org,"Chelsea Manor  Street, 2258",F,Earth Science
11735,Bryon,Bradley,8-145-688-5021,Bryon_Bradley9732@nickia.com,"East Boulevard, 3868",M,Sociology
11736,Ramon,Healy,4-250-032-0157,Ramon_Healy5805@ovock.tech,"Caroline  Road, 8228",M,Speech
11737,Barry,Stanley,7-165-687-7035,Barry_Stanley3466@typill.biz,"Blackheath   Drive, 8306",M,Health
11738,Rick,Butler,8-533-662-5046,Rick_Butler7684@twace.org,"Liverpool  Alley, 9278",M,English IV
11739,Faith,Norman,1-212-110-8584,Faith_Norman5979@sveldo.biz,"Church Avenue, 3248",F,Art
11740,Adeline,Attwood,0-775-667-8031,Adeline_Attwood1963@ubusive.com,"Tiptree   Boulevard, 1578",F,Dramatics
11741,Elisabeth,Speed,3-521-065-5230,Elisabeth_Speed8753@bungar.biz,"Arctic   Avenue, 3485",F,Economics
11742,Wade,Bloom,5-523-612-1036,Wade_Bloom2999@deavo.com,"Collins  Street, 5957",M,Speech
11743,John,Rothwell,6-802-357-7411,John_Rothwell193@corti.com,"Cheney  Lane, 9998",M,History
11744,Sarah,Carter,2-835-142-6272,Sarah_Carter9530@naiker.biz,"Spruce Rue, 1788",F,English IV
11745,Tyson,Thornton,4-252-172-5535,Tyson_Thornton9231@zorer.org,"Beechen  Drive, 7481",M,Sociology
11746,Caleb,Cox,2-270-682-7688,Caleb_Cox9267@dionrab.com,"Arline    Pass, 7326",M,Art
11747,Priscilla,Truscott,5-360-836-3313,Priscilla_Truscott8948@bretoux.com,"Ashley Drive, 8010",F,French
11748,Payton,Stone,8-458-762-0414,Payton_Stone5458@guentu.biz,"Chatfield  Crossroad, 781",F,Grammar
11749,Rae,Evans,3-640-646-8046,Rae_Evans9630@supunk.biz,"Cardinal Drive, 1010",F,American Literature
11750,Francesca,Redden,7-883-350-6163,Francesca_Redden4320@supunk.biz,"Elba  Pass, 1097",F,Handwriting
11751,Cassidy,Gregory,3-665-488-8058,Cassidy_Gregory1769@infotech44.tech,"Vintners  Walk, 5483",F,Mathematics
11752,Caydence,Craig,8-634-801-8013,Caydence_Craig8938@ubusive.com,"Bagford   Street, 2904",F,Spanish
11753,Javier,Alexander,1-132-318-5253,Javier_Alexander8472@zorer.org,"Fairfield  Road, 2837",M,French
11754,Danny,Parker,8-452-585-2841,Danny_Parker4997@irrepsy.com,"Champion  Hill, 9584",M,Dramatics
11755,Katelyn,Richards,7-480-401-0636,Katelyn_Richards4679@sheye.org,"Chartham  Way, 8838",F,Grammar
11756,Tara,Swan,3-123-364-2688,Tara_Swan4244@grannar.com,"Coal Wharf  Drive, 6430",F,Sociology
11757,Nathan,Edler,1-140-648-0276,Nathan_Edler9143@twace.org,"Blackheath   Route, 6635",M,Modern Literature
11758,Julian,Button,8-360-105-2652,Julian_Button9727@famism.biz,"Yorkshire  Road, 7839",M,Accounting
11759,Bob,Reynolds,4-024-365-8415,Bob_Reynolds6625@gompie.com,"Belmore  Rue, 7432",M,Ecology
11760,Brad,Waterhouse,5-248-023-7320,Brad_Waterhouse1888@elnee.tech,"Vintners  Boulevard, 4843",M,Grammar
11761,Payton,Newton,1-352-482-0217,Payton_Newton2687@joiniaa.com,"Fairholt   Crossroad, 7586",F,English IV
